timestamp,tile,year1,dayofyear1,hour1,minute1,file1,h1,v1,year2,dayofyear2,hour2,minute2,file2,h2,v2
20190201_0000,h13v05,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h13v05/2019/032/GO16_ABI05_20190201_0000_GLBG_h13v05_02.hdf,13,5,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h13v05/2019/032/GO17_ABI05_20190201_0000_GLBG_h13v05_02.hdf,13,5
20190201_0000,h09v10,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h09v10/2019/032/GO16_ABI05_20190201_0000_GLBG_h09v10_02.hdf,9,10,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h09v10/2019/032/GO17_ABI05_20190201_0000_GLBG_h09v10_02.hdf,9,10
20190201_0000,h13v14,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h13v14/2019/032/GO16_ABI05_20190201_0000_GLBG_h13v14_02.hdf,13,14,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h13v14/2019/032/GO17_ABI05_20190201_0000_GLBG_h13v14_02.hdf,13,14
20190201_0000,h12v02,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h12v02/2019/032/GO16_ABI05_20190201_0000_GLBG_h12v02_02.hdf,12,2,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h12v02/2019/032/GO17_ABI05_20190201_0000_GLBG_h12v02_02.hdf,12,2
20190201_0000,h16v11,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h16v11/2019/032/GO16_ABI05_20190201_0000_GLBG_h16v11_02.hdf,16,11,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h16v11/2019/032/GO17_ABI05_20190201_0000_GLBG_h16v11_02.hdf,16,11
20190201_0000,h16v15,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h16v15/2019/032/GO16_ABI05_20190201_0000_GLBG_h16v15_02.hdf,16,15,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h16v15/2019/032/GO17_ABI05_20190201_0000_GLBG_h16v15_02.hdf,16,15
20190201_0000,h07v06,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h07v06/2019/032/GO16_ABI05_20190201_0000_GLBG_h07v06_02.hdf,7,6,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h07v06/2019/032/GO17_ABI05_20190201_0000_GLBG_h07v06_02.hdf,7,6
20190201_0000,h14v07,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h14v07/2019/032/GO16_ABI05_20190201_0000_GLBG_h14v07_02.hdf,14,7,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h14v07/2019/032/GO17_ABI05_20190201_0000_GLBG_h14v07_02.hdf,14,7
20190201_0000,h12v07,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h12v07/2019/032/GO16_ABI05_20190201_0000_GLBG_h12v07_02.hdf,12,7,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h12v07/2019/032/GO17_ABI05_20190201_0000_GLBG_h12v07_02.hdf,12,7
20190201_0000,h15v09,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h15v09/2019/032/GO16_ABI05_20190201_0000_GLBG_h15v09_02.hdf,15,9,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h15v09/2019/032/GO17_ABI05_20190201_0000_GLBG_h15v09_02.hdf,15,9
20190201_0000,h11v05,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h11v05/2019/032/GO16_ABI05_20190201_0000_GLBG_h11v05_02.hdf,11,5,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h11v05/2019/032/GO17_ABI05_20190201_0000_GLBG_h11v05_02.hdf,11,5
20190201_0000,h15v10,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h15v10/2019/032/GO16_ABI05_20190201_0000_GLBG_h15v10_02.hdf,15,10,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h15v10/2019/032/GO17_ABI05_20190201_0000_GLBG_h15v10_02.hdf,15,10
20190201_0000,h11v07,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h11v07/2019/032/GO16_ABI05_20190201_0000_GLBG_h11v07_02.hdf,11,7,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h11v07/2019/032/GO17_ABI05_20190201_0000_GLBG_h11v07_02.hdf,11,7
20190201_0000,h14v10,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h14v10/2019/032/GO16_ABI05_20190201_0000_GLBG_h14v10_02.hdf,14,10,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h14v10/2019/032/GO17_ABI05_20190201_0000_GLBG_h14v10_02.hdf,14,10
20190201_0000,h09v06,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h09v06/2019/032/GO16_ABI05_20190201_0000_GLBG_h09v06_02.hdf,9,6,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h09v06/2019/032/GO17_ABI05_20190201_0000_GLBG_h09v06_02.hdf,9,6
20190201_0000,h10v09,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h10v09/2019/032/GO16_ABI05_20190201_0000_GLBG_h10v09_02.hdf,10,9,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h10v09/2019/032/GO17_ABI05_20190201_0000_GLBG_h10v09_02.hdf,10,9
20190201_0000,h13v06,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h13v06/2019/032/GO16_ABI05_20190201_0000_GLBG_h13v06_02.hdf,13,6,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h13v06/2019/032/GO17_ABI05_20190201_0000_GLBG_h13v06_02.hdf,13,6
20190201_0000,h11v19,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h11v19/2019/032/GO16_ABI05_20190201_0000_GLBG_h11v19_02.hdf,11,19,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h11v19/2019/032/GO17_ABI05_20190201_0000_GLBG_h11v19_02.hdf,11,19
20190201_0000,h09v08,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h09v08/2019/032/GO16_ABI05_20190201_0000_GLBG_h09v08_02.hdf,9,8,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h09v08/2019/032/GO17_ABI05_20190201_0000_GLBG_h09v08_02.hdf,9,8
20190201_0000,h09v19,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h09v19/2019/032/GO16_ABI05_20190201_0000_GLBG_h09v19_02.hdf,9,19,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h09v19/2019/032/GO17_ABI05_20190201_0000_GLBG_h09v19_02.hdf,9,19
20190201_0000,h10v01,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h10v01/2019/032/GO16_ABI05_20190201_0000_GLBG_h10v01_02.hdf,10,1,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h10v01/2019/032/GO17_ABI05_20190201_0000_GLBG_h10v01_02.hdf,10,1
20190201_0000,h16v10,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h16v10/2019/032/GO16_ABI05_20190201_0000_GLBG_h16v10_02.hdf,16,10,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h16v10/2019/032/GO17_ABI05_20190201_0000_GLBG_h16v10_02.hdf,16,10
20190201_0000,h16v04,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h16v04/2019/032/GO16_ABI05_20190201_0000_GLBG_h16v04_02.hdf,16,4,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h16v04/2019/032/GO17_ABI05_20190201_0000_GLBG_h16v04_02.hdf,16,4
20190201_0000,h10v13,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h10v13/2019/032/GO16_ABI05_20190201_0000_GLBG_h10v13_02.hdf,10,13,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h10v13/2019/032/GO17_ABI05_20190201_0000_GLBG_h10v13_02.hdf,10,13
20190201_0000,h14v00,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h14v00/2019/032/GO16_ABI05_20190201_0000_GLBG_h14v00_02.hdf,14,0,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h14v00/2019/032/GO17_ABI05_20190201_0000_GLBG_h14v00_02.hdf,14,0
20190201_0000,h11v03,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h11v03/2019/032/GO16_ABI05_20190201_0000_GLBG_h11v03_02.hdf,11,3,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h11v03/2019/032/GO17_ABI05_20190201_0000_GLBG_h11v03_02.hdf,11,3
20190201_0000,h10v16,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h10v16/2019/032/GO16_ABI05_20190201_0000_GLBG_h10v16_02.hdf,10,16,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h10v16/2019/032/GO17_ABI05_20190201_0000_GLBG_h10v16_02.hdf,10,16
20190201_0000,h08v05,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h08v05/2019/032/GO16_ABI05_20190201_0000_GLBG_h08v05_02.hdf,8,5,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h08v05/2019/032/GO17_ABI05_20190201_0000_GLBG_h08v05_02.hdf,8,5
20190201_0000,h07v13,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h07v13/2019/032/GO16_ABI05_20190201_0000_GLBG_h07v13_02.hdf,7,13,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h07v13/2019/032/GO17_ABI05_20190201_0000_GLBG_h07v13_02.hdf,7,13
20190201_0000,h09v09,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h09v09/2019/032/GO16_ABI05_20190201_0000_GLBG_h09v09_02.hdf,9,9,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h09v09/2019/032/GO17_ABI05_20190201_0000_GLBG_h09v09_02.hdf,9,9
20190201_0000,h12v17,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h12v17/2019/032/GO16_ABI05_20190201_0000_GLBG_h12v17_02.hdf,12,17,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h12v17/2019/032/GO17_ABI05_20190201_0000_GLBG_h12v17_02.hdf,12,17
20190201_0000,h10v12,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h10v12/2019/032/GO16_ABI05_20190201_0000_GLBG_h10v12_02.hdf,10,12,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h10v12/2019/032/GO17_ABI05_20190201_0000_GLBG_h10v12_02.hdf,10,12
20190201_0000,h14v02,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h14v02/2019/032/GO16_ABI05_20190201_0000_GLBG_h14v02_02.hdf,14,2,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h14v02/2019/032/GO17_ABI05_20190201_0000_GLBG_h14v02_02.hdf,14,2
20190201_0000,h16v06,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h16v06/2019/032/GO16_ABI05_20190201_0000_GLBG_h16v06_02.hdf,16,6,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h16v06/2019/032/GO17_ABI05_20190201_0000_GLBG_h16v06_02.hdf,16,6
20190201_0000,h11v17,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h11v17/2019/032/GO16_ABI05_20190201_0000_GLBG_h11v17_02.hdf,11,17,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h11v17/2019/032/GO17_ABI05_20190201_0000_GLBG_h11v17_02.hdf,11,17
20190201_0000,h16v01,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h16v01/2019/032/GO16_ABI05_20190201_0000_GLBG_h16v01_02.hdf,16,1,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h16v01/2019/032/GO17_ABI05_20190201_0000_GLBG_h16v01_02.hdf,16,1
20190201_0000,h15v00,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h15v00/2019/032/GO16_ABI05_20190201_0000_GLBG_h15v00_02.hdf,15,0,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h15v00/2019/032/GO17_ABI05_20190201_0000_GLBG_h15v00_02.hdf,15,0
20190201_0000,h16v17,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h16v17/2019/032/GO16_ABI05_20190201_0000_GLBG_h16v17_02.hdf,16,17,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h16v17/2019/032/GO17_ABI05_20190201_0000_GLBG_h16v17_02.hdf,16,17
20190201_0000,h07v01,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h07v01/2019/032/GO16_ABI05_20190201_0000_GLBG_h07v01_02.hdf,7,1,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h07v01/2019/032/GO17_ABI05_20190201_0000_GLBG_h07v01_02.hdf,7,1
20190201_0000,h13v07,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h13v07/2019/032/GO16_ABI05_20190201_0000_GLBG_h13v07_02.hdf,13,7,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h13v07/2019/032/GO17_ABI05_20190201_0000_GLBG_h13v07_02.hdf,13,7
20190201_0000,h09v13,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h09v13/2019/032/GO16_ABI05_20190201_0000_GLBG_h09v13_02.hdf,9,13,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h09v13/2019/032/GO17_ABI05_20190201_0000_GLBG_h09v13_02.hdf,9,13
20190201_0000,h08v02,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h08v02/2019/032/GO16_ABI05_20190201_0000_GLBG_h08v02_02.hdf,8,2,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h08v02/2019/032/GO17_ABI05_20190201_0000_GLBG_h08v02_02.hdf,8,2
20190201_0000,h09v02,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h09v02/2019/032/GO16_ABI05_20190201_0000_GLBG_h09v02_02.hdf,9,2,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h09v02/2019/032/GO17_ABI05_20190201_0000_GLBG_h09v02_02.hdf,9,2
20190201_0000,h15v15,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h15v15/2019/032/GO16_ABI05_20190201_0000_GLBG_h15v15_02.hdf,15,15,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h15v15/2019/032/GO17_ABI05_20190201_0000_GLBG_h15v15_02.hdf,15,15
20190201_0000,h11v06,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h11v06/2019/032/GO16_ABI05_20190201_0000_GLBG_h11v06_02.hdf,11,6,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h11v06/2019/032/GO17_ABI05_20190201_0000_GLBG_h11v06_02.hdf,11,6
20190201_0000,h12v13,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h12v13/2019/032/GO16_ABI05_20190201_0000_GLBG_h12v13_02.hdf,12,13,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h12v13/2019/032/GO17_ABI05_20190201_0000_GLBG_h12v13_02.hdf,12,13
20190201_0000,h08v16,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h08v16/2019/032/GO16_ABI05_20190201_0000_GLBG_h08v16_02.hdf,8,16,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h08v16/2019/032/GO17_ABI05_20190201_0000_GLBG_h08v16_02.hdf,8,16
20190201_0000,h12v19,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h12v19/2019/032/GO16_ABI05_20190201_0000_GLBG_h12v19_02.hdf,12,19,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h12v19/2019/032/GO17_ABI05_20190201_0000_GLBG_h12v19_02.hdf,12,19
20190201_0000,h15v03,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h15v03/2019/032/GO16_ABI05_20190201_0000_GLBG_h15v03_02.hdf,15,3,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h15v03/2019/032/GO17_ABI05_20190201_0000_GLBG_h15v03_02.hdf,15,3
20190201_0000,h11v16,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h11v16/2019/032/GO16_ABI05_20190201_0000_GLBG_h11v16_02.hdf,11,16,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h11v16/2019/032/GO17_ABI05_20190201_0000_GLBG_h11v16_02.hdf,11,16
20190201_0000,h12v08,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h12v08/2019/032/GO16_ABI05_20190201_0000_GLBG_h12v08_02.hdf,12,8,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h12v08/2019/032/GO17_ABI05_20190201_0000_GLBG_h12v08_02.hdf,12,8
20190201_0000,h08v08,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h08v08/2019/032/GO16_ABI05_20190201_0000_GLBG_h08v08_02.hdf,8,8,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h08v08/2019/032/GO17_ABI05_20190201_0000_GLBG_h08v08_02.hdf,8,8
20190201_0000,h16v03,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h16v03/2019/032/GO16_ABI05_20190201_0000_GLBG_h16v03_02.hdf,16,3,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h16v03/2019/032/GO17_ABI05_20190201_0000_GLBG_h16v03_02.hdf,16,3
20190201_0000,h07v05,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h07v05/2019/032/GO16_ABI05_20190201_0000_GLBG_h07v05_02.hdf,7,5,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h07v05/2019/032/GO17_ABI05_20190201_0000_GLBG_h07v05_02.hdf,7,5
20190201_0000,h12v06,2019,32,0,0,/nex/datapool/geonex/public/GOES16/GEONEX-L1G/h12v06/2019/032/GO16_ABI05_20190201_0000_GLBG_h12v06_02.hdf,12,6,2019,32,0,0,/nex/datapool/geonex/public/GOES17/GEONEX-L1G/h12v06/2019/032/GO17_ABI05_20190201_0000_GLBG_h12v06_02.hdf,12,6
